ano_campeonato,time_mandante,time_visitante,gols_mandante,gols_visitante
2018,Atlético-MG,Botafogo,1,0
2018,Flamengo,Cruzeiro,1,0
2018,Flamengo,Palmeiras,1,1
2018,EC Bahia,Cruzeiro,0,0
2018,EC Vitória,América-MG,1,0
2018,EC Vitória,EC Bahia,2,2
2018,EC Vitória,Atlético-PR,1,2
2018,Corinthians,Grêmio,0,1
2018,Corinthians,Atlético-MG,1,1
2018,Palmeiras,Fluminense,3,0
2018,Botafogo,Internacional,1,0
2018,São Paulo,Palmeiras,0,2
2018,São Paulo,Cruzeiro,1,0
2018,Paraná,São Paulo,1,1
2018,Paraná,Vasco da Gama,1,1
2018,Atlético-PR,América-MG,4,0
2018,Santos FC,Chapecoense,0,1
2018,Cruzeiro,EC Vitória,3,0
2018,América-MG,Corinthians,0,0
2018,Sport Recife,Paraná,1,0
2018,Sport Recife,EC Vitória,0,0
2018,Vasco da Gama,Atlético-PR,1,1
2018,EC Vitória,Atlético-MG,1,0
2018,Corinthians,São Paulo,1,1
2018,Botafogo,América-MG,1,0
2018,Ceará SC,Vasco da Gama,0,0
2018,EC Bahia,Chapecoense,1,0
2018,Atlético-MG,Grêmio,0,1
2018,Atlético-MG,Palmeiras,1,1
2018,Paraná,Palmeiras,1,1
